,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Date Filed 2016,File Name 2016,Url 2016,sentimento 2016,Date Filed 2017,File Name 2017,Url 2017,sentimento 2017,Date Filed 2018,File Name 2018,Url 2018,sentimento 2018,Date Filed 2019,File Name 2019,Url 2019,sentimento 2019,Date Filed 2020,File Name 2020,Url 2020,sentimento 2020,retorno_7d 2020,retorno_1d 2020,retorno_7d 2019,retorno_1d 2019,retorno_7d 2018,retorno_1d 2018,retorno_7d 2017,retorno_1d 2017,retorno_7d 2016,retorno_1d 2016
165,ORCL,Oracle,reports,Information Technology,Application Software,Austin; Texas,1989-08-31,1341439,1977,2016-06-22,1341439_0001193125-16-628942.mda,https://www.sec.gov/Archives/edgar/data/1341439/0001193125-16-628942.txt,2.24,2017-06-27,1341439_0001193125-17-214833.mda,https://www.sec.gov/Archives/edgar/data/1341439/0001193125-17-214833.txt,2.35,2018-06-22,1341439_0001193125-18-201034.mda,https://www.sec.gov/Archives/edgar/data/1341439/0001193125-18-201034.txt,1.89,2019-06-21,1341439_0001564590-19-023119.mda,https://www.sec.gov/Archives/edgar/data/1341439/0001564590-19-023119.txt,1.21,2020-06-22,1341439_0001564590-20-030125.mda,https://www.sec.gov/Archives/edgar/data/1341439/0001564590-20-030125.txt,-0.65,-0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.00,0.01,0.02
166,K,Kellogg's,reports,Consumer Staples,Packaged Foods & Meats,Battle Creek; Michigan,1989-09-11,55067,1906,2016-02-24,55067_0001628280-16-011639.mda,https://www.sec.gov/Archives/edgar/data/55067/0001628280-16-011639.txt,1.34,2017-02-21,55067_0001628280-17-001510.mda,https://www.sec.gov/Archives/edgar/data/55067/0001628280-17-001510.txt,1.97,2018-02-20,55067_0001628280-18-001872.mda,https://www.sec.gov/Archives/edgar/data/55067/0001628280-18-001872.txt,2.72,2019-02-25,55067_0001628280-19-001864.mda,https://www.sec.gov/Archives/edgar/data/55067/0001628280-19-001864.txt,2.98,2020-02-24,55067_0001628280-20-002113.mda,https://www.sec.gov/Archives/edgar/data/55067/0001628280-20-002113.txt,1.99,-0.02,-0.02,-0.02,0.00,-0.04,-0.02,0.00,0.00,0.01,0.01
167,ADSK,Autodesk,reports,Information Technology,Application Software,San Rafael; California,1989-12-01,769397,1982,2016-03-23,769397_0000769397-16-000067.mda,https://www.sec.gov/Archives/edgar/data/769397/0000769397-16-000067.txt,0.42,2017-03-21,769397_0000769397-17-000014.mda,https://www.sec.gov/Archives/edgar/data/769397/0000769397-17-000014.txt,-1.58,2018-03-22,769397_0000769397-18-000011.mda,https://www.sec.gov/Archives/edgar/data/769397/0000769397-18-000011.txt,-0.03,2019-03-25,769397_0000769397-19-000016.mda,https://www.sec.gov/Archives/edgar/data/769397/0000769397-19-000016.txt,1.74,2020-03-19,769397_0000769397-20-000013.mda,https://www.sec.gov/Archives/edgar/data/769397/0000769397-20-000013.txt,2.51,0.13,0.04,0.06,0.01,-0.07,-0.06,-0.01,-0.02,0.00,-0.01
168,MRO,Marathon Oil,reports,Energy,Oil & Gas Exploration & Production,Houston; Texas,1991-05-01,101778,1887,2016-02-25,101778_0000101778-16-000047.mda,https://www.sec.gov/Archives/edgar/data/101778/0000101778-16-000047.txt,-2.16,2017-02-24,101778_0000101778-17-000046.mda,https://www.sec.gov/Archives/edgar/data/101778/0000101778-17-000046.txt,-0.80,2018-02-22,101778_0000101778-18-000026.mda,https://www.sec.gov/Archives/edgar/data/101778/0000101778-18-000026.txt,0.51,2019-02-21,101778_0000101778-19-000022.mda,https://www.sec.gov/Archives/edgar/data/101778/0000101778-19-000022.txt,-3.55,2020-02-20,101778_0000101778-20-000023.mda,https://www.sec.gov/Archives/edgar/data/101778/0000101778-20-000023.txt,-3.91,-0.24,-0.03,-0.03,-0.01,-0.05,0.02,0.01,-0.01,0.38,0.11
169,AEE,Ameren Corp,reports,Utilities,Multi-Utilities,St. Louis; Missouri,1991-09-19,1002910,1902,2016-02-26,1002910_0001002910-16-000205.mda,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-16-000205.txt,-0.56,2017-02-28,1002910_0001002910-17-000054.mda,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-17-000054.txt,0.00,2018-02-28,1002910_0001002910-18-000069.mda,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-18-000069.txt,0.29,2019-02-26,1002910_0001002910-19-000094.mda,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-19-000094.txt,0.36,2020-02-28,1002910_0001002910-20-000077.mda,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-20-000077.txt,1.23,0.05,0.03,0.00,-0.01,-0.02,-0.02,0.01,0.01,-0.02,-0.02
170,AMGN,Amgen,reports,Health Care,Biotechnology,Thousand Oaks; California,1992-01-02,318154,1980,2016-02-16,318154_0000318154-16-000031.mda,https://www.sec.gov/Archives/edgar/data/318154/0000318154-16-000031.txt,1.66,2017-02-14,318154_0000318154-17-000004.mda,https://www.sec.gov/Archives/edgar/data/318154/0000318154-17-000004.txt,2.25,2018-02-13,318154_0000318154-18-000004.mda,https://www.sec.gov/Archives/edgar/data/318154/0000318154-18-000004.txt,1.64,2019-02-13,318154_0000318154-19-000008.mda,https://www.sec.gov/Archives/edgar/data/318154/0000318154-19-000008.txt,0.34,2020-02-12,318154_0000318154-20-000017.mda,https://www.sec.gov/Archives/edgar/data/318154/0000318154-20-000017.txt,-0.62,-0.03,-0.03,-0.01,-0.01,0.05,0.03,0.03,0.02,0.00,0.00
171,LIN,Linde,reports,Materials,Industrial Gases,Guildford; England,1992-07-01,1707925,1879,,nan,,0.00,,nan,,0.00,2018-03-23,1707925_0001707925-18-000004.mda,https://www.sec.gov/Archives/edgar/data/1707925/0001707925-18-000004.txt,0.00,2019-03-18,1707925_0001628280-19-003050.mda,https://www.sec.gov/Archives/edgar/data/1707925/0001628280-19-003050.txt,3.54,2020-03-02,1707925_0001707925-20-000015.mda,https://www.sec.gov/Archives/edgar/data/1707925/0001707925-20-000015.txt,1.95,-0.13,-0.01,-0.03,-0.01,-0.03,0.00,0.00,0.00,0.00,0.00
172,IPG,Interpublic Group,reports,Communication Services,Advertising,New York City; New York,1992-10-01,51644,1961 (1930),2016-02-22,51644_0000051644-16-000056.mda,https://www.sec.gov/Archives/edgar/data/51644/0000051644-16-000056.txt,2.34,2017-02-21,51644_0000051644-17-000007.mda,https://www.sec.gov/Archives/edgar/data/51644/0000051644-17-000007.txt,2.64,2018-02-26,51644_0000051644-18-000019.mda,https://www.sec.gov/Archives/edgar/data/51644/0000051644-18-000019.txt,2.21,2019-02-25,51644_0000051644-19-000009.mda,https://www.sec.gov/Archives/edgar/data/51644/0000051644-19-000009.txt,2.19,2020-02-21,51644_0000051644-20-000013.mda,https://www.sec.gov/Archives/edgar/data/51644/0000051644-20-000013.txt,2.23,-0.14,-0.04,-0.03,0.00,-0.04,-0.03,0.00,0.00,0.01,0.01
173,COST,Costco,reports,Consumer Staples,Hypermarkets & Super Centers,Issaquah; Washington,1993-10-01,909832,1976,2016-10-12,909832_0000909832-16-000032.mda,https://www.sec.gov/Archives/edgar/data/909832/0000909832-16-000032.txt,0.00,2017-10-18,909832_0000909832-17-000014.mda,https://www.sec.gov/Archives/edgar/data/909832/0000909832-17-000014.txt,0.00,2018-10-26,909832_0000909832-18-000013.mda,https://www.sec.gov/Archives/edgar/data/909832/0000909832-18-000013.txt,0.00,2019-10-11,909832_0000909832-19-000019.mda,https://www.sec.gov/Archives/edgar/data/909832/0000909832-19-000019.txt,-2.97,2020-10-07,909832_0000909832-20-000017.mda,https://www.sec.gov/Archives/edgar/data/909832/0000909832-20-000017.txt,-3.01,0.06,0.02,0.02,0.00,0.02,-0.02,0.02,0.00,-0.01,-0.01
174,CSCO,Cisco Systems,reports,Information Technology,Communications Equipment,San Jose; California,1993-12-01,858877,1984,2016-09-08,858877_0000858877-16-000117.mda,https://www.sec.gov/Archives/edgar/data/858877/0000858877-16-000117.txt,1.60,2017-09-07,858877_0000858877-17-000016.mda,https://www.sec.gov/Archives/edgar/data/858877/0000858877-17-000016.txt,-1.21,2018-09-06,858877_0000858877-18-000011.mda,https://www.sec.gov/Archives/edgar/data/858877/0000858877-18-000011.txt,0.28,2019-09-05,858877_0000858877-19-000012.mda,https://www.sec.gov/Archives/edgar/data/858877/0000858877-19-000012.txt,2.45,2020-09-03,858877_0000858877-20-000010.mda,https://www.sec.gov/Archives/edgar/data/858877/0000858877-20-000010.txt,-1.10,-0.07,-0.04,0.06,0.03,0.00,0.00,0.01,-0.01,-0.02,-0.03
175,EMN,Eastman Chemical,reports,Materials,Diversified Chemicals,Kingsport; Tennessee,1994-01-01,915389,1920,2016-02-25,915389_0000915389-16-000095.mda,https://www.sec.gov/Archives/edgar/data/915389/0000915389-16-000095.txt,-1.73,2017-02-27,915389_0000915389-17-000014.mda,https://www.sec.gov/Archives/edgar/data/915389/0000915389-17-000014.txt,-2.13,2018-03-01,915389_0000915389-18-000016.mda,https://www.sec.gov/Archives/edgar/data/915389/0000915389-18-000016.txt,-1.22,2019-02-27,915389_0000915389-19-000009.mda,https://www.sec.gov/Archives/edgar/data/915389/0000915389-19-000009.txt,-0.94,2020-02-26,915389_0000915389-20-000016.mda,https://www.sec.gov/Archives/edgar/data/915389/0000915389-20-000016.txt,-2.09,-0.05,-0.06,-0.01,-0.01,0.05,0.00,-0.01,0.00,0.07,0.02
176,KEY,KeyCorp,reports,Financials,Regional Banks,Cleveland; Ohio,1994-03-01,91576,1825,2016-02-24,91576_0001193125-16-475914.mda,https://www.sec.gov/Archives/edgar/data/91576/0001193125-16-475914.txt,1.55,2017-02-28,91576_0000091576-17-000013.mda,https://www.sec.gov/Archives/edgar/data/91576/0000091576-17-000013.txt,2.14,2018-02-26,91576_0000091576-18-000011.mda,https://www.sec.gov/Archives/edgar/data/91576/0000091576-18-000011.txt,2.47,2019-02-25,91576_0000091576-19-000009.mda,https://www.sec.gov/Archives/edgar/data/91576/0000091576-19-000009.txt,2.05,2020-02-26,91576_0000091576-20-000007.mda,https://www.sec.gov/Archives/edgar/data/91576/0000091576-20-000007.txt,2.38,-0.07,-0.07,-0.02,-0.01,0.01,0.00,0.00,0.03,0.06,0.01
177,UNM,Unum Group,reports,Financials,Life & Health Insurance,Chattanooga; Tennessee,1994-03-01,5513,1999,2016-02-24,5513_0000005513-16-000045.mda,https://www.sec.gov/Archives/edgar/data/5513/0000005513-16-000045.txt,1.24,2017-02-22,5513_0000005513-17-000018.mda,https://www.sec.gov/Archives/edgar/data/5513/0000005513-17-000018.txt,1.47,2018-02-21,5513_0000005513-18-000016.mda,https://www.sec.gov/Archives/edgar/data/5513/0000005513-18-000016.txt,1.39,2019-02-19,5513_0000005513-19-000004.mda,https://www.sec.gov/Archives/edgar/data/5513/0000005513-19-000004.txt,1.62,2020-02-18,5513_0000005513-20-000027.mda,https://www.sec.gov/Archives/edgar/data/5513/0000005513-20-000027.txt,1.33,-0.14,0.00,0.02,0.02,-0.03,-0.02,0.03,0.00,0.09,0.02
178,MSFT,Microsoft,reports,Information Technology,Systems Software,Redmond; Washington,1994-06-01,789019,1975,2016-07-28,789019_0001193125-16-662209.mda,https://www.sec.gov/Archives/edgar/data/789019/0001193125-16-662209.txt,-0.55,2017-08-02,789019_0001564590-17-014900.mda,https://www.sec.gov/Archives/edgar/data/789019/0001564590-17-014900.txt,-0.30,2018-08-03,789019_0001564590-18-019062.mda,https://www.sec.gov/Archives/edgar/data/789019/0001564590-18-019062.txt,3.58,2019-08-01,789019_0001564590-19-027952.mda,https://www.sec.gov/Archives/edgar/data/789019/0001564590-19-027952.txt,4.95,2020-07-30,789019_0001564590-20-034944.mda,https://www.sec.gov/Archives/edgar/data/789019/0001564590-20-034944.txt,4.51,0.06,0.00,0.02,0.00,0.01,0.01,0.00,-0.01,0.02,0.01
179,LUV,Southwest Airlines,reports,Industrials,Airlines,Dallas; Texas,1994-07-01,92380,1967,2016-02-03,92380_0000092380-16-000175.mda,https://www.sec.gov/Archives/edgar/data/92380/0000092380-16-000175.txt,2.96,2017-02-07,92380_0000092380-17-000029.mda,https://www.sec.gov/Archives/edgar/data/92380/0000092380-17-000029.txt,1.50,2018-02-07,92380_0000092380-18-000031.mda,https://www.sec.gov/Archives/edgar/data/92380/0000092380-18-000031.txt,1.45,2019-02-05,92380_0000092380-19-000022.mda,https://www.sec.gov/Archives/edgar/data/92380/0000092380-19-000022.txt,2.40,2020-02-04,92380_0000092380-20-000024.mda,https://www.sec.gov/Archives/edgar/data/92380/0000092380-20-000024.txt,-0.92,0.05,0.03,-0.01,-0.01,-0.01,-0.04,0.04,0.00,-0.03,0.03
180,UNH,UnitedHealth Group,reports,Health Care,Managed Health Care,Minnetonka; Minnesota,1994-07-01,731766,1977,2016-02-09,731766_0000731766-16-000058.mda,https://www.sec.gov/Archives/edgar/data/731766/0000731766-16-000058.txt,2.84,2017-02-08,731766_0000731766-17-000009.mda,https://www.sec.gov/Archives/edgar/data/731766/0000731766-17-000009.txt,3.66,2018-02-13,731766_0000731766-18-000005.mda,https://www.sec.gov/Archives/edgar/data/731766/0000731766-18-000005.txt,4.01,2019-02-12,731766_0000731766-19-000005.mda,https://www.sec.gov/Archives/edgar/data/731766/0000731766-19-000005.txt,2.90,2020-02-14,731766_0000731766-20-000006.mda,https://www.sec.gov/Archives/edgar/data/731766/0000731766-20-000006.txt,3.22,0.00,0.00,0.05,0.03,0.00,0.01,0.02,0.00,0.05,0.02
181,MU,Micron Technology,reports,Information Technology,Semiconductors,Boise; Idaho,1994-09-27,723125,1978,2016-10-28,723125_0000723125-16-000269.mda,https://www.sec.gov/Archives/edgar/data/723125/0000723125-16-000269.txt,-0.95,2017-10-26,723125_0000723125-17-000131.mda,https://www.sec.gov/Archives/edgar/data/723125/0000723125-17-000131.txt,2.41,2018-10-15,723125_0000723125-18-000092.mda,https://www.sec.gov/Archives/edgar/data/723125/0000723125-18-000092.txt,6.55,2019-10-17,723125_0000723125-19-000094.mda,https://www.sec.gov/Archives/edgar/data/723125/0000723125-19-000094.txt,1.15,2020-10-19,723125_0000723125-20-000082.mda,https://www.sec.gov/Archives/edgar/data/723125/0000723125-20-000082.txt,-4.55,-0.01,0.02,0.04,-0.04,-0.06,0.02,0.08,-0.01,-0.05,-0.02
182,BSX,Boston Scientific,reports,Health Care,Health Care Equipment,Marlborough; Massachusetts[4],1995-02-24,885725,1979,2016-02-24,885725_0000885725-16-000028.mda,https://www.sec.gov/Archives/edgar/data/885725/0000885725-16-000028.txt,0.97,2017-02-23,885725_0000885725-17-000006.mda,https://www.sec.gov/Archives/edgar/data/885725/0000885725-17-000006.txt,1.20,2018-02-20,885725_0000885725-18-000010.mda,https://www.sec.gov/Archives/edgar/data/885725/0000885725-18-000010.txt,-0.05,2019-02-19,885725_0000885725-19-000011.mda,https://www.sec.gov/Archives/edgar/data/885725/0000885725-19-000011.txt,-0.63,2020-02-25,885725_0000885725-20-000012.mda,https://www.sec.gov/Archives/edgar/data/885725/0000885725-20-000012.txt,-1.60,-0.09,-0.04,0.00,0.01,0.02,0.00,-0.01,-0.02,0.01,0.00
183,AMAT,Applied Materials,reports,Information Technology,Semiconductor Equipment,Santa Clara; California,1995-03-16,6951,1967,2016-12-15,6951_0000006951-16-000068.mda,https://www.sec.gov/Archives/edgar/data/6951/0000006951-16-000068.txt,1.30,2017-12-15,6951_0000006951-17-000038.mda,https://www.sec.gov/Archives/edgar/data/6951/0000006951-17-000038.txt,2.81,2018-12-13,6951_0000006951-18-000041.mda,https://www.sec.gov/Archives/edgar/data/6951/0000006951-18-000041.txt,2.78,2019-12-13,6951_0000006951-19-000046.mda,https://www.sec.gov/Archives/edgar/data/6951/0000006951-19-000046.txt,-1.98,2020-12-11,6951_0000006951-20-000048.mda,https://www.sec.gov/Archives/edgar/data/6951/0000006951-20-000048.txt,-0.69,-0.02,0.01,0.02,-0.01,-0.10,-0.05,0.01,0.04,0.03,0.01
184,BK,BNY Mellon,reports,Financials,Asset Management & Custody Banks,New York City; New York,1995-03-31,1390777,1784,2016-02-26,1390777_0001390777-16-000204.mda,https://www.sec.gov/Archives/edgar/data/1390777/0001390777-16-000204.txt,0.00,2017-02-28,1390777_0001390777-17-000065.mda,https://www.sec.gov/Archives/edgar/data/1390777/0001390777-17-000065.txt,0.00,2018-02-28,1390777_0001390777-18-000069.mda,https://www.sec.gov/Archives/edgar/data/1390777/0001390777-18-000069.txt,0.00,2019-02-27,1390777_0001390777-19-000050.mda,https://www.sec.gov/Archives/edgar/data/1390777/0001390777-19-000050.txt,0.00,2020-02-27,1390777_0001390777-20-000044.mda,https://www.sec.gov/Archives/edgar/data/1390777/0001390777-20-000044.txt,0.00,-0.05,-0.04,-0.02,-0.01,-0.02,-0.04,0.01,0.03,0.08,0.00
185,ALL,Allstate Corp,reports,Financials,Property & Casualty Insurance,Northfield Township; Illinois,1995-07-13,899051,1931,2016-02-19,899051_0000899051-16-000040.mda,https://www.sec.gov/Archives/edgar/data/899051/0000899051-16-000040.txt,0.28,2017-02-17,899051_0000899051-17-000005.mda,https://www.sec.gov/Archives/edgar/data/899051/0000899051-17-000005.txt,0.08,2018-02-26,899051_0000899051-18-000007.mda,https://www.sec.gov/Archives/edgar/data/899051/0000899051-18-000007.txt,-0.20,2019-02-15,899051_0000899051-19-000007.mda,https://www.sec.gov/Archives/edgar/data/899051/0000899051-19-000007.txt,0.00,2020-02-21,899051_0000899051-20-000013.mda,https://www.sec.gov/Archives/edgar/data/899051/0000899051-20-000013.txt,-0.23,-0.15,-0.02,0.01,0.01,-0.03,-0.02,0.00,0.00,0.00,0.00
186,CMA,Comerica,reports,Financials,Diversified Banks,Dallas; Texas,1995-12-01,28412,1849,2016-02-26,28412_0000028412-16-000196.mda,https://www.sec.gov/Archives/edgar/data/28412/0000028412-16-000196.txt,0.00,2017-02-15,28412_0000028412-17-000048.mda,https://www.sec.gov/Archives/edgar/data/28412/0000028412-17-000048.txt,0.00,2018-02-15,28412_0000028412-18-000065.mda,https://www.sec.gov/Archives/edgar/data/28412/0000028412-18-000065.txt,0.00,2019-02-12,28412_0000028412-19-000047.mda,https://www.sec.gov/Archives/edgar/data/28412/0000028412-19-000047.txt,0.00,2020-02-11,28412_0000028412-20-000034.mda,https://www.sec.gov/Archives/edgar/data/28412/0000028412-20-000034.txt,0.00,0.01,0.02,0.05,0.02,-0.01,0.00,0.00,0.01,0.12,-0.01
187,AON,Aon,reports,Financials,Insurance Brokers,London; UK,1996-04-23,315293,1982 (1919),2016-02-22,315293_0001628280-16-011485.mda,https://www.sec.gov/Archives/edgar/data/315293/0001628280-16-011485.txt,1.78,2017-02-23,315293_0001628280-17-001652.mda,https://www.sec.gov/Archives/edgar/data/315293/0001628280-17-001652.txt,2.64,2018-02-20,315293_0001628280-18-001923.mda,https://www.sec.gov/Archives/edgar/data/315293/0001628280-18-001923.txt,1.54,2019-02-19,315293_0001628280-19-001558.mda,https://www.sec.gov/Archives/edgar/data/315293/0001628280-19-001558.txt,3.65,2020-02-14,315293_0001628280-20-001607.mda,https://www.sec.gov/Archives/edgar/data/315293/0001628280-20-001607.txt,3.38,-0.01,0.00,-0.01,0.00,0.01,-0.01,0.01,0.01,0.02,0.00
188,AZO,AutoZone,reports,Consumer Discretionary,Specialty Stores,Memphis; Tennessee,1997-01-02,866787,1979,2016-10-24,866787_0001193125-16-745160.mda,https://www.sec.gov/Archives/edgar/data/866787/0001193125-16-745160.txt,2.81,2017-10-25,866787_0001193125-17-319357.mda,https://www.sec.gov/Archives/edgar/data/866787/0001193125-17-319357.txt,1.16,2018-10-24,866787_0001193125-18-306452.mda,https://www.sec.gov/Archives/edgar/data/866787/0001193125-18-306452.txt,1.92,2019-10-28,866787_0001193125-19-276201.mda,https://www.sec.gov/Archives/edgar/data/866787/0001193125-19-276201.txt,3.82,2020-10-26,866787_0001558370-20-011748.mda,https://www.sec.gov/Archives/edgar/data/866787/0001558370-20-011748.txt,0.93,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.01,-0.01,0.00
189,ADBE,Adobe,reports,Information Technology,Application Software,San Jose; California,1997-05-05,796343,1982,2016-01-19,796343_0000796343-16-000224.mda,https://www.sec.gov/Archives/edgar/data/796343/0000796343-16-000224.txt,2.15,2017-01-20,796343_0000796343-17-000031.mda,https://www.sec.gov/Archives/edgar/data/796343/0000796343-17-000031.txt,3.86,2018-01-22,796343_0000796343-18-000015.mda,https://www.sec.gov/Archives/edgar/data/796343/0000796343-18-000015.txt,4.37,2019-01-25,796343_0000796343-19-000019.mda,https://www.sec.gov/Archives/edgar/data/796343/0000796343-19-000019.txt,5.45,2020-01-21,796343_0000796343-20-000013.mda,https://www.sec.gov/Archives/edgar/data/796343/0000796343-20-000013.txt,5.69,0.01,0.00,0.02,0.00,0.00,0.01,0.04,0.01,0.00,0.00
190,CAH,Cardinal Health,reports,Health Care,Health Care Distributors,Dublin; Ohio,1997-05-27,721371,1971,2016-08-12,721371_0000721371-16-000277.mda,https://www.sec.gov/Archives/edgar/data/721371/0000721371-16-000277.txt,0.00,2017-08-10,721371_0000721371-17-000083.mda,https://www.sec.gov/Archives/edgar/data/721371/0000721371-17-000083.txt,0.00,2018-08-22,721371_0000721371-18-000077.mda,https://www.sec.gov/Archives/edgar/data/721371/0000721371-18-000077.txt,0.00,2019-08-20,721371_0000721371-19-000090.mda,https://www.sec.gov/Archives/edgar/data/721371/0000721371-19-000090.txt,0.00,2020-08-13,721371_0000721371-20-000089.mda,https://www.sec.gov/Archives/edgar/data/721371/0000721371-20-000089.txt,0.00,-0.07,0.00,-0.04,0.00,0.01,-0.01,-0.04,-0.02,-0.02,-0.01
191,SCHW,Charles Schwab Corporation,reports,Financials,Investment Banking & Brokerage,Westlake; Texas,1997-06-02,316709,1971,2016-02-24,316709_0000316709-16-000067.mda,https://www.sec.gov/Archives/edgar/data/316709/0000316709-16-000067.txt,1.15,2017-02-23,316709_0000316709-17-000010.mda,https://www.sec.gov/Archives/edgar/data/316709/0000316709-17-000010.txt,1.43,2018-02-22,316709_0000316709-18-000009.mda,https://www.sec.gov/Archives/edgar/data/316709/0000316709-18-000009.txt,2.91,2019-02-22,316709_0000316709-19-000008.mda,https://www.sec.gov/Archives/edgar/data/316709/0000316709-19-000008.txt,2.42,2020-02-26,316709_0000316709-20-000012.mda,https://www.sec.gov/Archives/edgar/data/316709/0000316709-20-000012.txt,1.58,-0.11,0.01,0.02,0.01,0.00,0.01,0.01,-0.01,0.11,0.00
192,EFX,Equifax,reports,Industrials,Research & Consulting Services,Atlanta; Georgia,1997-06-19,33185,1899,2016-02-24,33185_0000033185-16-000037.mda,https://www.sec.gov/Archives/edgar/data/33185/0000033185-16-000037.txt,2.17,2017-02-22,33185_0000033185-17-000008.mda,https://www.sec.gov/Archives/edgar/data/33185/0000033185-17-000008.txt,2.68,2018-03-01,33185_0000033185-18-000011.mda,https://www.sec.gov/Archives/edgar/data/33185/0000033185-18-000011.txt,0.69,2019-02-21,33185_0000033185-19-000007.mda,https://www.sec.gov/Archives/edgar/data/33185/0000033185-19-000007.txt,-0.59,2020-02-20,33185_0000033185-20-000011.mda,https://www.sec.gov/Archives/edgar/data/33185/0000033185-20-000011.txt,-1.76,-0.10,-0.01,0.01,0.02,0.07,0.04,0.03,0.00,0.04,0.03
